58657.16091603 1.00028944 0.00088212 TESS13
58657.18174985 1.00003684 0.00088211 TESS13
58657.20258367 1.00154746 0.00088198 TESS13
58657.22341749 1.00090635 0.00088097 TESS13
58657.24425131 1.00159550 0.00088014 TESS13
58657.26508513 1.00018489 0.00087839 TESS13
58657.28591895 1.00218058 0.00087595 TESS13
58657.30675277 0.99979228 0.00087217 TESS13
58657.32758659 1.00024903 0.00086895 TESS13
58657.36925422 0.99994755 0.00086177 TESS13
58657.39008804 1.00207472 0.00085999 TESS13
58657.47342331 1.00189018 0.00085704 TESS13
58657.51509094 1.00135934 0.00085861 TESS13
58657.53592476 1.00131404 0.00086089 TESS13
58657.55675858 1.00191271 0.00086236 TESS13
58657.59842621 0.99961889 0.00086427 TESS13
58657.61926002 1.00138307 0.00086499 TESS13
58657.68176146 1.00158548 0.00086405 TESS13
58657.72342909 1.00080132 0.00086194 TESS13
58657.74426290 1.00106347 0.00086103 TESS13
58657.76509671 1.00110018 0.00086023 TESS13
58657.78593052 1.00126147 0.00086017 TESS13
58657.80676434 1.00127172 0.00085882 TESS13
58657.82759815 1.00054133 0.00085841 TESS13
58657.84843196 1.00092328 0.00085775 TESS13
58657.86926577 1.00239730 0.00085714 TESS13
58657.89009958 1.00126493 0.00085552 TESS13
58657.91093339 0.99911666 0.00085373 TESS13
58657.93176720 0.99923062 0.00085165 TESS13
58657.95260101 1.00055504 0.00084957 TESS13
58657.97343482 0.99991804 0.00084742 TESS13
58657.99426863 1.00106943 0.00084519 TESS13
58658.01510243 1.00140703 0.00084323 TESS13
58658.03593624 1.00032961 0.00084194 TESS13
58658.05677005 0.99959797 0.00084059 TESS13
58658.07760386 1.00029039 0.00084058 TESS13
58658.09843766 1.00017321 0.00083982 TESS13
58658.11927147 0.99953467 0.00084007 TESS13
58658.14010528 0.99981266 0.00084007 TESS13
58658.16093908 1.00029993 0.00084138 TESS13
58658.18177289 1.00079274 0.00084234 TESS13
58658.20260669 1.00083423 0.00084187 TESS13
58658.22344050 1.00086534 0.00084230 TESS13
58658.24427430 0.99925071 0.00084144 TESS13
58658.26510811 1.00143206 0.00084084 TESS13
58658.28594191 1.00092649 0.00083966 TESS13
58658.30677571 1.00100505 0.00083867 TESS13
58658.32760952 0.99963695 0.00083505 TESS13
58658.34844332 1.00091183 0.00083314 TESS13
58658.36927712 0.99929816 0.00083055 TESS13
58658.39011092 1.00043559 0.00082893 TESS13
58658.41094473 0.99939954 0.00082730 TESS13
58658.43177853 1.00006092 0.00082679 TESS13
58658.45261233 1.00074923 0.00082641 TESS13
58658.47344613 1.00025511 0.00082613 TESS13
58658.49427993 0.99923277 0.00082626 TESS13
58658.51511373 0.99909920 0.00082688 TESS13
58658.53594753 0.99996841 0.00082819 TESS13
58658.55678133 1.00003242 0.00082911 TESS13
58658.57761513 1.00106645 0.00083087 TESS13
58658.59844893 1.00055969 0.00083108 TESS13
58658.61928272 1.00002360 0.00083135 TESS13
58658.64011652 1.00072110 0.00083141 TESS13
58658.66095032 0.99983448 0.00083103 TESS13
58658.68178412 0.99994260 0.00082998 TESS13
58658.70261791 0.99999851 0.00082941 TESS13
58658.72345171 1.00117612 0.00082816 TESS13
58658.74428550 1.00116658 0.00082796 TESS13
58658.76511930 1.00061357 0.00082663 TESS13
58658.78595310 1.00100112 0.00082663 TESS13
58658.80678689 1.00040722 0.00082608 TESS13
58658.82762069 1.00084293 0.00082575 TESS13
58658.84845448 1.00007236 0.00082530 TESS13
58658.86928827 1.00060213 0.00082523 TESS13
58658.89012207 0.99991333 0.00082437 TESS13
58658.91095586 1.00061989 0.00082350 TESS13
58658.93178965 1.00164282 0.00082241 TESS13
58658.95262344 0.99993640 0.00082063 TESS13
58658.97345724 1.00176108 0.00081922 TESS13
58658.99429103 1.00040710 0.00081808 TESS13
58659.01512482 1.00040710 0.00081607 TESS13
58659.03595861 1.00053859 0.00081483 TESS13
58659.05679240 0.99923646 0.00081380 TESS13
58659.07762619 1.00025916 0.00081307 TESS13
58659.09845998 1.00226700 0.00081291 TESS13
58659.11929377 0.99924910 0.00081207 TESS13
58659.14012756 0.99865973 0.00081187 TESS13
58659.16096135 0.99923414 0.00081223 TESS13
58659.18179514 0.99950880 0.00081213 TESS13
58659.20262892 1.00052309 0.00081234 TESS13
58659.22346271 0.99947715 0.00081225 TESS13
58659.24429650 1.00197923 0.00081183 TESS13
58659.26513029 1.00062466 0.00081141 TESS13
58659.28596407 0.99856514 0.00080975 TESS13
58659.30679786 0.99889183 0.00080906 TESS13
58659.32763164 0.99969256 0.00080774 TESS13
58659.34846543 1.00011969 0.00080699 TESS13
58659.36929921 0.99933201 0.00080540 TESS13
58659.39013300 0.99973732 0.00080405 TESS13
58659.41096678 0.99966943 0.00080360 TESS13
58659.43180057 0.99988461 0.00080299 TESS13
