59306.87282240996	-54.451246177	0.083518456	CORALIE
59316.88105867989	-54.461889518999996	0.063229179	CORALIE
59322.86463653995	-54.353381478	0.057926082000000004	CORALIE
59329.904963409994	-54.357094902	0.060933479	CORALIE
59340.88479492022	-54.359752158000006	0.17554789099999998	CORALIE
59350.880065930076	-54.445096506	0.12363556699999999	CORALIE
59358.788099939935	-54.462373802	0.051875025	CORALIE
59365.761265589856	-54.486683683	0.039562182	CORALIE
59372.72588852001	-54.499062976	0.048287885	CORALIE
59379.72408383014	-54.444712504	0.051823686	CORALIE
59408.593415299896	-54.291429747	0.101295966	CORALIE
59415.62714956002	-54.393712654000005	0.069577659	CORALIE
59422.67412021989	-54.343211847	0.009507969	HARPS
59423.68107993016	-54.322177655	0.00706688	HARPS
59424.65831681015	-54.326167113000004	0.005347139999999999	HARPS
59425.61910613999	-54.359244249	0.008397812999999999	HARPS
59428.76938867988	-54.365226394	0.0056900810000000005	HARPS
59429.68413281022	-54.362369767	0.046019025	CORALIE
59432.61062220018	-54.401888476	0.007223278	HARPS
59433.684986730106	-54.399989196	0.012350737	HARPS
59434.647779520135	-54.318051664	0.10302795299999999	CORALIE
59438.735308540054	-54.458773644000004	0.074653065	CORALIE
59447.75931133982	-54.483488512	0.035627191	CORALIE
59449.677008340135	-54.431813221	0.025536845	HARPS
59454.60669679986	-54.445269556	0.038381610999999996	CORALIE
59459.53970779991	-54.457496714	0.090145242	CORALIE
59460.60745779984	-54.410363182	0.006441389	HARPS
59461.64402815979	-54.412776309	0.007855852	HARPS
59462.5975008402	-54.409141155	0.006850622000000001	HARPS
59463.63573611993	-54.400619302	0.005590556	HARPS
59464.51671181014	-54.429820964	0.064239808	CORALIE
59464.5551122101	-54.404655366	0.011836816	HARPS
59468.67790551996	-54.458265697	0.088930403	CORALIE
59473.60548227979	-54.410300874	0.042186011	CORALIE
59476.57988364017	-54.355922617	0.052219798	CORALIE
59480.53595793992	-54.293832175000006	0.051533974999999996	CORALIE
59490.601617760025	-54.333800776	0.044321376999999995	CORALIE
59497.53153251996	-54.267300032	0.08191224200000001	CORALIE
59498.601393090095	-54.340573570000004	0.01013536	HARPS
59504.50552615011	-54.390489151000004	0.058224147999999996	CORALIE
59509.57621809002	-54.473765572999994	0.057054512	CORALIE
59513.57881157007	-54.374362692000005	0.052685754	CORALIE
59521.54616907984	-54.44069052	0.006015059	HARPS
59525.53964922018	-54.523627562	0.076561554	CORALIE
59529.51177399	-54.429918072	0.00650334	HARPS
59532.547858329955	-54.474166166	0.054404741	CORALIE
59539.54222556995	-54.402568754	0.0077107799999999995	HARPS
59541.52832419984	-54.393051862	0.067597642	CORALIE
