2459430.37659518	1.00475976	0.00280581	159.98000000	30.69000000	1.15981653	1.29966080	40.32400000	20.00000000
2459430.37682677	1.00100933	0.00281211	159.43000000	30.71000000	1.15960250	1.00200000	35.93600000	20.00000000
2459430.37705825	1.00255596	0.00281815	159.26000000	30.92000000	1.15938987	1.37921960	36.59000000	20.00000000
2459430.37728983	1.00574324	0.00282617	158.57000000	30.81000000	1.15917824	1.00200000	34.49300000	20.00000000
2459430.37752142	1.00089977	0.00279972	159.33000000	30.78000000	1.15896791	1.71662640	34.63700000	20.00000000
2459430.37775290	1.00608853	0.00282269	159.03000000	30.83000000	1.15875879	1.31776360	35.83300000	20.00000000
2459430.37798449	1.00517773	0.00281349	158.50000000	30.72000000	1.15855086	1.00200000	35.39700000	20.00000000
2459430.37821609	1.00378854	0.00281136	158.00000000	30.82000000	1.15834402	1.34294720	34.88100000	20.00000000
2459430.37844756	1.00338473	0.00281539	158.76000000	30.81000000	1.15813859	1.40106320	35.47100000	20.00000000
2459430.37867915	1.00236367	0.00280432	158.88000000	30.73000000	1.15793416	1.34040880	35.61300000	20.00000000
2459430.37891074	0.99913510	0.00279084	158.56000000	30.69000000	1.15773102	1.00200000	35.34600000	20.00000000
2459430.37914222	1.00206425	0.00279684	157.73000000	30.64000000	1.15752917	1.00200000	36.22100000	20.00000000
2459430.37937380	1.00062301	0.00279637	158.27000000	30.69000000	1.15732832	1.31188520	36.60600000	20.00000000
2459430.37960540	1.00337391	0.00281432	158.17000000	30.67000000	1.15712876	1.40680800	38.72700000	20.00000000
2459430.37983687	1.00335063	0.00281475	158.45000000	30.65000000	1.15693040	1.00200000	37.92800000	20.00000000
2459430.38006846	1.00007989	0.00279919	157.96000000	30.59000000	1.15673322	1.34054240	39.00600000	20.00000000
2459430.38030006	0.99924513	0.00279600	158.22000000	30.60000000	1.15653714	1.37160440	38.26100000	20.00000000
2459430.38053153	1.00102335	0.00279427	157.57000000	30.55000000	1.15634245	1.00200000	38.73000000	20.00000000
2459430.38076311	1.00680082	0.00281711	157.88000000	30.65000000	1.15614875	1.41722880	38.83400000	20.00000000
2459430.38099471	1.00680260	0.00281808	157.49000000	30.64000000	1.15595634	1.00200000	39.79700000	20.00000000
2459430.38122630	1.00842801	0.00280943	157.98000000	30.48000000	1.15576502	1.44381520	39.72200000	20.00000000
2459430.38145777	0.99913716	0.00279102	157.86000000	30.42000000	1.15557508	1.43873840	38.26600000	20.00000000
2459430.38168937	1.00095691	0.00280090	157.94000000	30.61000000	1.15538613	1.42972040	38.85200000	20.00000000
2459430.38192095	0.99916924	0.00279194	157.65000000	30.25000000	1.15519847	1.47240560	39.71700000	20.00000000
2459430.38215243	1.00316234	0.00279712	158.34000000	30.37000000	1.15501199	2.19605000	39.83400000	20.00000000
2459430.38238402	1.00440334	0.00279140	158.04000000	30.70000000	1.15482670	1.31776360	39.73200000	20.00000000
2459430.38261561	0.99943788	0.00278631	157.31000000	30.49000000	1.15464250	2.63806560	38.99400000	20.00000000
2459430.38284709	0.99969496	0.00278450	156.19000000	30.50000000	1.15445966	1.42437640	39.15300000	20.00000000
2459430.38307868	0.99720152	0.00277710	156.47000000	30.59000000	1.15427782	1.00200000	38.65600000	20.00000000
2459430.38331027	1.00014734	0.00278938	155.66000000	30.59000000	1.15409726	1.00200000	38.75000000	20.00000000
2459430.38354175	1.00693955	0.00285279	155.71000000	30.65000000	1.15391788	1.00200000	37.99200000	20.00000000
2459430.38377333	0.99635710	0.00282695	155.42000000	30.90000000	1.15373968	1.00200000	38.34800000	20.00000000
2459430.38400492	0.99771606	0.00280730	156.30000000	30.54000000	1.15356257	1.00200000	37.76500000	20.00000000
2459430.38423640	1.00320942	0.00283347	155.87000000	30.49000000	1.15338681	1.98576360	35.70700000	20.00000000
2459430.38446799	1.00179250	0.00283427	155.91000000	30.13000000	1.15321215	1.62410840	36.95700000	20.00000000
2459430.38469958	1.00208027	0.00283093	155.42000000	30.31000000	1.15303857	2.11161480	36.67600000	20.00000000
2459430.38493106	0.99421606	0.00279250	155.97000000	30.35000000	1.15286635	1.60727480	36.53900000	20.00000000
2459430.38516265	1.00140570	0.00281403	155.55000000	30.28000000	1.15269513	2.09498160	35.32500000	20.00000000
2459430.38539423	0.99772118	0.00281386	155.25000000	30.05000000	1.15252517	1.56585880	37.54200000	20.00000000
2459430.38562572	1.00344909	0.00290225	154.26000000	30.40000000	1.15235638	2.40125960	35.12200000	20.00000000
2459430.38585730	0.99452676	0.00287861	153.73000000	30.69000000	1.15218877	1.00200000	35.52300000	20.00000000
2459430.38608890	1.00155097	0.00286429	152.56000000	30.49000000	1.15202226	1.00200000	35.55400000	20.00000000
2459430.38632037	0.99899795	0.00294534	151.89000000	30.44000000	1.15185708	2.02410680	35.60800000	20.00000000
2459430.38655196	0.99396399	0.00286032	150.55000000	30.54000000	1.15169290	1.00200000	34.80300000	20.00000000
2459430.38678356	0.99988001	0.00291339	150.37000000	30.75000000	1.15152998	1.00200000	34.73800000	20.00000000
2459430.38701503	0.99869672	0.00288811	149.00000000	30.85000000	1.15136824	1.83980560	33.30700000	20.00000000
2459430.38724661	0.99521733	0.00281043	148.60000000	30.86000000	1.15120766	1.00200000	34.88700000	20.00000000
2459430.38747821	0.99985041	0.00286983	147.53000000	30.90000000	1.15104817	1.00200000	36.02100000	20.00000000
2459430.38770968	0.99755067	0.00284620	147.32000000	30.97000000	1.15089001	1.76532360	35.00900000	20.00000000
2459430.38794127	1.00447949	0.00347950	130.67000000	31.63000000	1.15073287	1.00200000	37.05100000	20.00000000
2459430.38817287	1.00165592	0.00330326	130.09000000	31.69000000	1.15057696	1.47320720	37.64000000	20.00000000
2459430.38840434	0.99470333	0.00372096	135.73000000	31.63000000	1.15042223	1.50580560	37.58300000	20.00000000
2459430.38863593	0.99937119	0.00390173	136.32000000	31.63000000	1.15026866	1.00200000	37.43500000	20.00000000
2459430.38886752	0.99879223	0.00282660	104.22000000	33.02000000	1.15011619	1.51335400	35.67100000	20.00000000
2459430.38909911	1.00402512	0.00389946	103.87000000	32.99000000	1.14996495	1.45851120	36.26100000	20.00000000
2459430.38933058	0.99828792	0.00370708	133.99000000	31.62000000	1.14981496	1.00200000	38.60700000	20.00000000
2459430.38956218	0.98925651	0.00374056	141.37000000	31.56000000	1.14966598	1.00200000	37.89200000	20.00000000
2459430.38979377	0.99969769	0.00360965	151.62000000	31.05000000	1.14951824	1.41656080	38.50600000	20.00000000
2459430.39002525	0.99949752	0.00284052	154.50000000	31.04000000	1.14937166	1.92844920	37.00300000	20.00000000
2459430.39025684	0.99693213	0.00281701	153.10000000	30.90000000	1.14922624	1.52845080	37.07400000	20.00000000
2459430.39048842	1.00175071	0.00283906	152.80000000	30.96000000	1.14908192	1.54735520	36.97500000	20.00000000
2459430.39071990	0.99502580	0.00284363	151.78000000	31.19000000	1.14893890	1.69070800	38.65600000	20.00000000
2459430.39095149	0.99968814	0.00282117	151.21000000	30.65000000	1.14879690	1.45690800	37.35100000	20.00000000
2459430.39118308	1.00036200	0.00282293	149.77000000	30.81000000	1.14865613	1.47106960	38.87300000	20.00000000
2459430.39141456	1.00273534	0.00283372	149.61000000	31.05000000	1.14851652	1.00200000	38.74600000	20.00000000
2459430.39164615	0.99698126	0.00384484	155.72000000	30.83000000	1.14837807	1.00200000	40.37700000	20.00000000
2459430.39187774	1.00042437	0.00285002	155.95000000	30.91000000	1.14824071	1.69705400	37.37900000	20.00000000
2459430.39210922	1.00290347	0.00286062	155.07000000	30.85000000	1.14810464	1.70961240	38.28000000	20.00000000
2459430.39234080	1.00150963	0.00282576	154.72000000	30.68000000	1.14796960	1.00200000	38.09300000	20.00000000
2459430.39257239	0.99884940	0.00284181	153.11000000	30.83000000	1.14783578	1.56044800	37.00600000	20.00000000
2459430.39280387	0.99861932	0.00283669	152.32000000	30.93000000	1.14770312	1.60460280	35.99700000	20.00000000
2459430.39303546	0.99997640	0.00282982	151.47000000	30.76000000	1.14757162	1.00200000	37.06000000	20.00000000
2459430.39326706	1.00351753	0.00286088	151.41000000	30.82000000	1.14744121	1.63125600	36.32100000	20.00000000
2459430.39349853	0.99658082	0.00282530	150.41000000	30.59000000	1.14731208	1.00200000	34.94400000	20.00000000
2459430.39373012	0.99460332	0.00282340	149.77000000	30.79000000	1.14718398	1.53793640	35.61100000	20.00000000
2459430.39396171	1.00026976	0.00281984	148.44000000	30.85000000	1.14705709	1.68997320	34.58000000	20.00000000
2459430.39419318	1.00301731	0.00285229	148.40000000	30.91000000	1.14693136	1.47193800	34.64300000	20.00000000
2459430.39442477	1.00098773	0.00302018	147.39000000	31.02000000	1.14680679	1.58322680	35.15900000	20.00000000
2459430.39465637	0.99830457	0.00285618	154.15000000	30.61000000	1.14668337	1.61769560	35.31200000	20.00000000
